wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:00926522n,,"wot, vot",The Wot is a circular panpipe used in the traditional music of Laos and the Isan region of northeastern Thailand.,vot,YES,,,
,bn:00711086n,,wordless_functional_analysis,Wordless functional analysis is a method of musical analysis developed in the 1950s by the Austrian-born British musician and writer Hans Keller.,woordeloze_functieanalysis,YES,,,
,bn:03043443n,,"woodwind_section, woodwind_orchestra","The woodwind section, which consists of woodwind instruments, is one of the main sections of an orchestra or concert band.",houtblazers_orkest,YES,,,
,bn:03043443n,,"woodwind_section, woodwind_orchestra","The woodwind section, which consists of woodwind instruments, is one of the main sections of an orchestra or concert band.",houtblazers_sectie,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_track,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_lines,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_sound,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_tracks,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_line,YES,,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wildline,YES,,,
,bn:00070417n,,"whole_note, semibreve, semibreves, whole_note_rest, wholenote, full_note, ganzschluss, 𝅝, whole-note, semi-breve, ganze-note, 𝄻, whole_notes",A musical note having the longest time value (equal to four beats in common time),semibreve,YES,,,
,bn:00081132n,,whiz,A buzzing or hissing sound as of something traveling rapidly through the air,gesis,YES,,,
,bn:02493481n,,"white_power_music, rechtsrock, white_power_rock, fascist_experimental_music, hate_music, racist_folk, racist_country_music, segregation_music, segregationist_music, white_pride_music",White power music is music that promotes white nationalism.,white_power_muziek,YES,,,
,bn:03118097n,,"whamola, wambola",The Whamola is a bass instrument used in funk-jazz styles of music.,whamola,YES,,,
,bn:03118097n,,"whamola, wambola",The Whamola is a bass instrument used in funk-jazz styles of music.,wambola,YES,,,
,bn:01597297n,,western_mass_hardcore,"Western Mass. Hardcore refers to the hardcore punk music scene in and around Amherst, and Springfield, Massachusetts",western_mass_hardcore,YES,,,
,bn:01410763n,,"walking_piano, big_piano, the_walking_piano","The Walking Piano, also called the Big Piano by its creator, Remo Saraceni, is an oversized synthesizer.",walking_piano,YES,,,
,bn:01410763n,,"walking_piano, big_piano, the_walking_piano","The Walking Piano, also called the Big Piano by its creator, Remo Saraceni, is an oversized synthesizer.",big_piano,YES,,,
,bn:01410763n,,"walking_piano, big_piano, the_walking_piano","The Walking Piano, also called the Big Piano by its creator, Remo Saraceni, is an oversized synthesizer.",the_walking_piano,YES,,,
,bn:03438542n,,vocality,"Vocality or special vocal effects are vocal or vocally inspired devices including guttural effects, interpolated vocality, falsetto, blue notes, Afro-melismas, lyric improvisation, and vocal rhythmization.",speciale_vocale_effecten,YES,,,
,bn:03438542n,,vocality,"Vocality or special vocal effects are vocal or vocally inspired devices including guttural effects, interpolated vocality, falsetto, blue notes, Afro-melismas, lyric improvisation, and vocal rhythmization.",vocality,YES,,,
,bn:17268348n,,"vocal_extended_technique, extended_vocal_technique, extended_vocal_techniques, clean_vocals",Vocalists are capable of producing a variety of extended technique sounds.,uitgebreide_vocale_techniek,YES,,,
,bn:01862178n,,vitar_violins,The Vi-tar was a musical instrument produced by the Exinde/Xinde Corporation in the early 1970s.,vitar_viool,YES,,,
,bn:02128382n,,virus_riddim,Virus riddim is a riddim.,virus_riddim,YES,,,
,bn:01385451n,,"vintage_guitar, vintage_guitars",A vintage guitar is an older guitar usually sought after and maintained by avid collectors or musicians.,vintage_gitaar,YES,,,
,bn:03022259n,,"villanella, villanesca, villanesche, canzone_villanesca","In music, a villanella is a form of light Italian secular vocal music which originated in Italy just before the middle of the 16th century.",vintage_gitaar,YES,,,
,bn:03278100n,,"viking_rock, vikingarock, viking_punk","Viking rock is a rock music genre that takes much of its themes from 19th-century Viking romanticism, mixing it with elements of rockabilly, Oi!",viking_rock,YES,,,
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.",vibrator,YES,,,
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.",slicer,YES,,,
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.",boss_sl-20,YES,,,
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.",boss_sl-20_slicer,YES,,,
,bn:01278488n,,"vertical_cut_recording, hill-and-dale_recording, hill_and_dale",The vertical cut recording process is an early method of audio recording by which a stylus cuts a vertical groove into a phonograph record.,vertical_cut_opnemen,YES,,,
,bn:14946630n,,"verso, versos","The verso is a genre in Iberian organ music, a local variant of the organ mass verset or alternatim.",verso,YES,,,
,bn:14946630n,,"verso, versos","The verso is a genre in Iberian organ music, a local variant of the organ mass verset or alternatim.",versos,YES,,,
,bn:01712953n,,ver,"Ver or Voviyo are songs sung during the pre-marriage ceremony known as Ros in Goa, India.",ver,YES,,,
,bn:00628159n,,venezuelan_rock,"Venezuelan rock is rock music from Venezuela, the most common being based on Rock en Español.",venezolaanse_rock,YES,,,
,bn:00573096n,,"vè, ve","Vè is a Vietnamese poetic and song form, most typical of northern Vietnam.",vè,YES,,,
,bn:00573096n,,"vè, ve","Vè is a Vietnamese poetic and song form, most typical of northern Vietnam.",ve,YES,,,
,bn:03115537n,,vallenato-salsa,Vallenato-salsa is a style of salsa music associated with Colombia.,vallenato-salsa,YES,,,
,bn:01815972n,,utagoe_coffeehouse,"Utagoe coffeehouse refers to the type of coffeehouses that featured the customers' joining in singing songs together, which was very popular in Japan in ca. 1955-1975.",utagoe,YES,,,
,bn:00834789n,,uruguayan_rock,Uruguayan rock first emerged in Uruguay in the 1950s.,uruguayaanse_rock,YES,,,
,bn:16624636n,,"unitar, one_string_guitar","The one stringed guitar, also known as a Unitar is a somewhat less known version of the standard electric guitar.",een_snarige_gitaar,YES,,,
,bn:02108619n,,"unfolding, compound_melody, auflockerung, auswicklung","In Schenkerian analysis, unfolding or compound melody is the implication of more than one melody or line by a single voice through skipping back and forth between the notes of the two melodies.",unfolding,YES,,,
,bn:00715870n,,"unfinished_symphony, unfinished_musical_compositions","An unfinished symphony is a fragment of a symphony, by a particular composer, that musicians and academics consider incomplete or unfinished for various reasons.",onvoltooide_symfonie,YES,,,
,bn:00079019n,,undertone,A quiet or hushed tone of voice,ondertoon,YES,,,
,bn:00078904n,,ultrasound,Very high frequency sound; used in ultrasonography,ultrageluid,YES,,,
,bn:00240013n,,ulla,The ulla is a traditional Korean percussion instrument comprising a set of ten small tuned gongs in a wooden frame.,ulla,YES,,,
,bn:00583941n,,"ʻūkēkē, ukeke","The ʻūkēkē is a musical bow made of koa wood, 16 to 24 inches long and about 1½ inches wide with two or three strings fastened through and around either end, tuned to an A major triad.",ʻūkēkē,YES,,,
,bn:00583941n,,"ʻūkēkē, ukeke","The ʻūkēkē is a musical bow made of koa wood, 16 to 24 inches long and about 1½ inches wide with two or three strings fastened through and around either end, tuned to an A major triad.",ukeke,YES,,,
,bn:03549292n,,twmpath,"Twmpath is a Welsh word literally meaning a hump or tump, once applied to the mound or village green upon which the musicians sat and played for the community to dance.",twmpath,YES,,,
,bn:01118902n,,twiddly_bits,Twiddly Bits is an English slang term.,twiddly_bits,YES,,,
,bn:02587452n,,"turlutte, turlute","In Quebec, the turlutte is a form of traditional popular song, which is associated with specific melody ornaments.",turlutte,YES,,,
,bn:02587452n,,"turlutte, turlute","In Quebec, the turlutte is a form of traditional popular song, which is associated with specific melody ornaments.",turlute,YES,,,
,bn:02592945n,,tunisian_underground_music,Tunisian underground music refers to music performed by Tunisian artists that play or compose in a style different from the established Tunisian mainstream.,tunesische_underground_muziek,YES,,,
,bn:14224228n,,tungehorn,"The tungehorn is a woodwind instrument used in traditional Norwegian music, which has a single-reed attached to a conical cow or goat horn.",tungehorn,YES,,,
,bn:00407374n,,"tune-family, tune_family, tune_families","In folk music a tune-family is, ""a seeming multiplicity of melodies,"" reducible, ""to a small number of 'models' or sets.""",familie_van_melodieën,YES,,,
,bn:03341043n,,"tuk_band, tuk_music","A tuk band is a kind of Barbadian musical ensemble, which plays tuk or rukatuk music.",tuk_muziek,YES,,,
,bn:02779818n,,trutruca,"The trutruka is a wind instrument, part of the trumpet family.",trutruca,YES,,,
,bn:01383935n,,"trompeta_china, corneta_china","The trompeta china, a Cuban traditional wind instrument, is actually the Chinese suona, an instrument in the oboe family introduced to Cuba by Chinese immigrants during the colonial period.",trompeta_china,YES,,,
,bn:01383935n,,"trompeta_china, corneta_china","The trompeta china, a Cuban traditional wind instrument, is actually the Chinese suona, an instrument in the oboe family introduced to Cuba by Chinese immigrants during the colonial period.",corneta_china,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_chhe,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_che,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_sau_thom,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_ou,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_sau_toch,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_ou_chamhieng,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_sor,YES,,,
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro_u,YES,,,
,bn:02601167n,,trigono,The trigono is a kind of a Greek auxiliary percussion instrument with three angles.,trigono,YES,,,
,bn:00078283n,,trigon,A triangular lyre of ancient Greece and Rome,trigon,YES,,,
,bn:03542880n,,triccaballacca,"The triccaballacca is a percussion instrument used in Neapolitan folk music and, generally speaking, in folk music throughout much of southern Italy.",triccaballacca,YES,,,
,bn:01563144n,,tremoloa,"The tremoloa, plural tremoloas, is a stringed instrument belonging to the fretless zither family.",tremoloa,YES,,,
,bn:16088907n,,trance_blues,"Trance blues is a subgenre of blue music defined as blues music with an electronic component—examples could be loops, drum machines, or samples.",trance_blues,YES,,,
,bn:14319636n,,"traditional_sub-saharan_african_harmony, african_traditional_music, traditional_african_harmony","Traditional sub-Saharan African harmony is a music theory of harmony in sub-Saharan Africa music based on the principles of homophonic parallelism, homophonic polyphony, counter melody and ostinato-variation.",afrikaanse_traditionele_muziek,YES,,,
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.",traditionele_japanse_instrument,YES,,,
,bn:01987507n,,"traditional_gaelic_music, gaelic_traditional_music","Traditional Gaelic music is the folk music of Goidelic-speaking communities in Ireland, Scotland, and the Isle of Man, often including lyrics in those languages.",traditionele_gaelische_muziek,YES,,,
,bn:00077839n,,track,A groove on a phonograph recording,groef,YES,,,
,bn:00077839n,,track,A groove on a phonograph recording,baan,YES,,,
,bn:01423752n,,"toyi-toyi, toi-toi",Toyi-toyi is a Southern African dance originally created in South Africa by the African National Congress forces that has long been used in political protests in South Africa.,toyi-toyi,YES,,,
,bn:01423752n,,"toyi-toyi, toi-toi",Toyi-toyi is a Southern African dance originally created in South Africa by the African National Congress forces that has long been used in political protests in South Africa.,toi-toi,YES,,,
,bn:01533149n,,"township_music, township_jazz","Township music is any of various music genres created by Bantu peoples living in poor, racially segregated urban areas of South Africa during the 20th century.",township_muziek,YES,,,
,bn:01911217n,,"t'ong_guitar, t'ong, tong_guitar, tonggita",T'ong guitar was a form of Korean music developed in the early 1970s.,t'ong_guitar,YES,,,
,bn:01911217n,,"t'ong_guitar, t'ong, tong_guitar, tonggita",T'ong guitar was a form of Korean music developed in the early 1970s.,t'ong,YES,,,
,bn:01911217n,,"t'ong_guitar, t'ong, tong_guitar, tonggita",T'ong guitar was a form of Korean music developed in the early 1970s.,tong_guitar,YES,,,
,bn:01911217n,,"t'ong_guitar, t'ong, tong_guitar, tonggita",T'ong guitar was a form of Korean music developed in the early 1970s.,tonggita,YES,,,
,bn:00644390n,,"tom, thoom_otieno",The tom is a plucked lamellophone thumb piano used in the traditional music of the Nuer and Anuak ethnic groups of western Ethiopia.,tom,YES,,,
,bn:00644390n,,"tom, thoom_otieno",The tom is a plucked lamellophone thumb piano used in the traditional music of the Nuer and Anuak ethnic groups of western Ethiopia.,thoom_otieno,YES,,,
,bn:01560841n,,tololoche,The tololoche is a traditional musical instrument from southern Mexico.,tololoche,YES,,,
,bn:01389996n,,tokari_geet,Tokari geet is a type of Assamese folk song sung playing a Tokari.,tokari_geet,YES,,,
,bn:02606495n,,toka,Toka is a popular and easily available musical instrument used in Assamese folk Music.,toka,YES,,,
,bn:01945147n,,"tizita, tezeta, ትዝታ",Tizita is a music genre in Ethiopia and Eritrea consisting of ballad form.,tizita,YES,,,
,bn:01945147n,,"tizita, tezeta, ትዝታ",Tizita is a music genre in Ethiopia and Eritrea consisting of ballad form.,tezeta,YES,,,
,bn:01762444n,,"titular_line, title_drop, title_line","The titular line is a line in a film, book or song which includes the name of the film, book or song.",title_drop,YES,,,
,bn:01912871n,,timpani_concerto,A timpani concerto is piece of music written for timpani with orchestral accompaniment.,timpani_concerto,YES,,,
,bn:01270653n,,"timbral_listening, timbre-centered_music",Timbral listening is the process of actively listening to the timbral characteristics of sound.,timbre_luisteren,YES,,,
,bn:01363588n,,tihu,"The tihu is a two-stringed bowed vertical fiddle in the huqin family, used in Chaozhou xianshi music of the Chaozhou people.",tihu,YES,,,
,bn:03405561n,,"tibia, tibia_pipe, tibia_organ",A tibia is a sort of organ pipe that is most characteristic of a theatre organ.,tibia,YES,,,
,bn:03405561n,,"tibia, tibia_pipe, tibia_organ",A tibia is a sort of organ pipe that is most characteristic of a theatre organ.,tibia_orgaan,YES,,,
,bn:01563062n,,thunder_machine,Machine used to create the sound of thunder in a theatre.,donder_machine,YES,,,
,bn:00077115n,,thumbhole,The hole in a woodwind that is closed and opened with the thumb,gat,YES,,,
,bn:00077115n,,thumbhole,The hole in a woodwind that is closed and opened with the thumb,duim_gat,YES,,,
,bn:00077071n,,throbbing,A sound with a strong rhythmic beat,polsslag,YES,,,
,bn:00923296n,,"thon_and_rammana, thon-rammana, rammana, thon_rammana",The thon and rammana are hand drums played as a pair in Thai classical music.,thon_and_rammana,YES,,,
,bn:00923296n,,"thon_and_rammana, thon-rammana, rammana, thon_rammana",The thon and rammana are hand drums played as a pair in Thai classical music.,thon-rammana,YES,,,
,bn:00923296n,,"thon_and_rammana, thon-rammana, rammana, thon_rammana",The thon and rammana are hand drums played as a pair in Thai classical music.,rammana,YES,,,
,bn:00923296n,,"thon_and_rammana, thon-rammana, rammana, thon_rammana",The thon and rammana are hand drums played as a pair in Thai classical music.,thon_rammana,YES,,,
,bn:03037703n,,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,theatrale_muziek,YES,,,
,bn:03037703n,,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,theatre_music,YES,,,
,bn:14339330n,,"the_jerk, jerk",The jerk was a popular or fad dance in the 1960s.,jerk,YES,,,
,bn:00445277n,,"the_dowie_dens_of_yarrow, the_dowie_dens_o_yarrow, dowie_dens_of_yarrow, the_dowie_dens_o’_yarrow, yarrow, the_braes_of_yarrow","""The Dowie Dens of Yarrow"", also known as ""The Braes of Yarrow"" or simply ""Yarrow"", is a Scottish border ballad.",dowie_dens_of_yarrow,YES,,,
,bn:00234566n,,tetrad,A tetrad is a set of four notes in music theory.,vierklank,YES,,,
,bn:00210903n,,terpsitone,"The terpsitone was an electronic musical instrument, invented by Léon Theremin, which consisted of a platform fitted with space-controlling antennae, through and around which a dancer would control the musical performance.",terpsiton,YES,,,
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,terpodion,YES,,,
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,uranion,YES,,,
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,melodion,YES,,,
,bn:08375846n,,tenorino,Type of singing voice,tenorino,YES,,,
,bn:13910097n,,temporal_dynamics_of_music_and_language,The temporal dynamics of music and language describes how the brain coordinates its different regions to process musical and vocal sounds.,temporale_dynamiek_van_muziek_en_taal,YES,,,
,bn:00076203n,,"tattoo, taps",A drumbeat or bugle call that signals the military to return to their quarters,taptoe_signaal,YES,,,
,bn:02438498n,,tati,"Tati is a form of folk song sung with a single stringed Naga traditional musical instrument known as Libuh, invented and used by the Chokri -Chakhesang people Naga people since time immemorial.",tati,YES,,,
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tar_shehnai,YES,,,
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tar_shehanai,YES,,,
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tarshehnai,YES,,,
,bn:02890982n,,tape_phase,"In music, a tape phase is a recorded composition using a tape loop or its electronic simulation to produce and vary sounds.",band_fase,YES,,,
,bn:03218374n,,tap_guitar,Tap guitar is a class of guitar that is played primarily by tapping on the strings.,tap_gitaar,YES,,,
,bn:02114976n,,tan-tan,A tan-tan is a cylindrical hand drum from Brazil that is used in small samba and pagode ensembles.,tan-tan,YES,,,
,bn:00663109n,,"tangent_piano, tangent, tangent_mechanism, tangentenfluegel, tangentenflügel, cembalo_angelico, tangentenflugel",The tangent piano is a very rare keyboard instrument that resembles a harpsichord and early pianos in design.,tangent_piano,YES,,,
,bn:15275458n,,tanbou,A tanbou is the national musical instrument and type of barrel drum from Haiti.,tanbou,YES,,,
,bn:01963485n,,talkback,"In sound recording, a talkback system is the intercom used in recording studios and production control rooms in television studios to enable personnel to communicate with people in the recording area or booth.",talkback,YES,,,
,bn:00647113n,,taiwanese_rock,"The Taiwanese rock scene is nurtured by regular festivals, notably the annual Spring Scream, Hohaiyan and Formoz festivals.",taiwanese_rock,YES,,,
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",taille,YES,,,
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",taille_de_hautbois,YES,,,
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.",alt_hobo,YES,,,
,bn:00918010n,,"tahmilah, tahmila, tahmeelah, tahmeela",A taḥmīlah is a type of instrumental piece in Arabic music.,tahmilah,YES,,,
,bn:00918010n,,"tahmilah, tahmila, tahmeelah, tahmeela",A taḥmīlah is a type of instrumental piece in Arabic music.,tahmila,YES,,,
,bn:00918010n,,"tahmilah, tahmila, tahmeelah, tahmeela",A taḥmīlah is a type of instrumental piece in Arabic music.,tahmeelah,YES,,,
,bn:00918010n,,"tahmilah, tahmila, tahmeelah, tahmeela",A taḥmīlah is a type of instrumental piece in Arabic music.,tahmeela,YES,,,
,bn:03031683n,,tabla_tarang,The tabla tarang is a melodic percussion instrument consisting of between ten and sixteen tuned dayan drums.,tabla_tarang,YES,,,
,bn:02606525n,,taal,"The taal, manjira, jalra, or gini is a pair of clash cymbals, originating in the Indian subcontinent, which make high-pitched percussion sounds.",taal,YES,,,
,bn:00783163n,,"systematic_musicology, systematische_musikwissenschaft, systematic_music_theory","Systematic musicology is an umbrella term, used mainly in Central Europe, for several subdisciplines and paradigms of musicology.",systematische_musicologie,YES,,,
,bn:01212022n,,synthestration,Synthestration is the art of composing music in the form of a MIDI mockup.,synthestration,YES,,,
,bn:02507891n,,sympitar,A Sympitar is a modern form of guitar combining functional aspects of the guitar and the Indian sitar.,sympitar,YES,,,
,bn:01313322n,,symphonic_cycle,"A symphonic song cycle can either refer to a symphony composed of separate movements played consecutively or to a set of symphonic works linked by theme, common composer, or common conductor.",symphonische_cyclus,YES,,,
,bn:03644395n,,"swedish_ballad_tradition, scandinavian_ballad_tradition",The Scandinavian ballad tradition is the tradition of Scandinavian poetic singer-songwriters.,zweedse_ballad_traditie,YES,,,
,bn:01416767n,,svirel,Swirel is an old folk Russian wind instrument of the end-blown flute type.,svirel,YES,,,
,bn:01874932n,,"suyá_music, suya_music","Suyá music is the music of the Suyá people, a tribe of about 150 people who live on the Suyá-Miçu River and are native to Mato Grosso, Brazil.",suya_muziek,YES,,,
